PRICE.DATE,150181,150171,150152,150227,150018,150235,150223,150117,150209,150200,150221,502011,150184,150157,150130,150194,150196,150205,150051,150177,150261,150022,150243,150123,150211,502004,150231,150192,150265,150100,150343,150219,502049,150096,150203,150329,150085,150198,150303,150299,150106,150335,150190,150186,150275,150301,150173,150291,150315,502037,150217,150241,150251,150317,502054,502007,150289,150325,150277,150295,150028,150179,150012,150281,150321,150269,150150,150213,150207,150247,150287,150229,150225,502057,150249,150059,150267,502014,150323,150255,150237,150305,150331,150259,502031,150148,150307,150245,150215,150297,150030,150283,150309,150108,150311,150273,150083,150257,150135,150090,150293,150279,150327,150104,502041,150233,150167,150008,150271,150140,150112,150057,502024,150094,150073,502021,150263,150088,502001,150076,150138,150053,150145,150121,150092,150064,502017,150055,150285,150349,150239,150253,150357,150313,502027,150319,150333,150351,150353
20150515,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,0,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.75,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,0,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,0,0,5.5,0,0,0,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,0,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150518,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,0,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.75,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,0,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,0,0,5.5,0,0,0,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150519,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,0,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.75,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,0,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,0,0,5.5,5.75,0,0,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150520,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,0,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.75,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,0,0,5.5,5.75,0,5.25,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150521,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.75,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150522,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.75,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150525,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150526,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,0,0,5.95,5.75,6.5,0,0,0,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,5.8,0,6.25,6.25,0,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150527,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,0,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150528,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,0,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,0,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,0,0,6.25,0,0,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150529,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,6,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,0,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,5.75,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150601,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,0,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,5.75,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150602,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,0,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,5.75,0,0,0,0,0,0,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,0,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150603,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,0,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
20150604,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,0,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150605,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,6.25,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150608,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,0,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,0,7,0,6.75,6,5.25,0,5.75,6.25,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,0,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150609,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,0,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150610,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150611,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150612,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,0,0,5.5,5.5,5.25,0,0,0,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150615,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,0,0,5.25,5.75,5.95,5.75,6.5,0,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,0,0,0,5.25,0,5.95,0,0,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150616,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,0,0,5.25,5.75,5.95,5.75,6.5,5.75,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,0,0,5.25,0,5.95,0,5.25,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150617,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,0,0,5.25,5.75,5.95,5.75,6.5,5.75,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,0,0,5.25,0,5.95,0,5.25,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150618,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,0,0,5.25,5.75,5.95,5.75,6.5,5.75,0,5.25,5.95,6,5.75,6.25,0,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,0,0,5.25,0,5.95,0,5.25,5.5,0,6.25,0,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150619,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,0,0,5.25,5.75,5.95,5.75,6.5,5.75,7.25,5.25,5.95,6,5.75,6.25,6.25,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,0,0,5.25,0,5.95,0,5.25,5.5,0,6.25,5.25,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150623,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,0,0,5.25,5.75,5.95,5.75,6.5,5.75,7.25,5.25,5.95,6,5.75,6.25,6.25,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,0,0,5.25,0,5.95,0,5.25,5.5,0,6.25,5.25,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150624,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,0,0,5.25,5.75,5.95,5.75,6.5,5.75,7.25,5.25,5.95,6,5.75,6.25,6.25,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,0,0,5.25,0,5.95,0,5.25,5.5,0,6.25,5.25,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150625,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,0,0,5.25,6.25,0,5.25,5.75,5.95,5.75,6.5,5.75,7.25,5.25,5.95,6,5.75,6.25,6.25,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,0,0,5.25,0,5.95,5.25,5.25,5.5,0,6.25,5.25,0,7,0,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
20150626,5.75,5.5,6.25,5.5,5.75,5.5,6,6.5,5.75,6,7.5,0,5.25,5.95,6.5,5.75,6.5,5.75,5.75,5.75,6.25,5.75,5.25,7.25,6,0,5.25,5.75,6.25,5.75,0,7,5.5,6.25,5.75,0,6,6.25,0,6.25,7,0,6.75,6,5.25,6.25,5.75,6.25,5.25,0,5.5,5.5,5.25,6.25,0,5.25,6.25,0,5.25,5.75,5.95,5.75,6.5,5.75,7.25,5.25,5.95,6,5.75,6.25,6.25,5.5,5.75,0,5.25,6.25,5.75,5.75,0,5.25,5.25,5.25,0,5.25,0,5.95,5.25,5.25,5.5,0,6.25,5.25,5.25,7,5.25,5.25,6.25,5.25,6,6.25,6.25,5.25,0,6.25,0,5.25,6.25,0,5.25,6.25,6.25,5.8,0,6.25,6.25,5.75,6.25,6.25,6,5.75,6.25,6.25,6.25,6.25,5.75,6.25,0,6.25,0,0,0,6.75,0,0,0,0,0,0,0
